Name,Win %,patch
JinxJinx,50.27%,13.03
K'SanteK'Sante,52.48%,13.03
K'SanteK'Sante,51.52%,13.03
Kai'SaKai'Sa,51.58%,13.03
KalistaKalista,50.63%,13.03
KarmaKarma,48.80%,13.03
KarthusKarthus,51.33%,13.03
KarthusKarthus,50.00%,13.03
KarthusKarthus,55.04%,13.03
KassadinKassadin,50.45%,13.03
KatarinaKatarina,52.06%,13.03
KayleKayle,56.14%,13.03
KayleKayle,43.59%,13.03
KaynKayn,50.55%,13.03
KennenKennen,60.61%,13.03
Kha'ZixKha'Zix,51.83%,13.03
KindredKindred,51.47%,13.03
KledKled,56.21%,13.03
Kog'MawKog'Maw,58.90%,13.03
LeBlancLeBlanc,48.78%,13.03
Lee SinLee Sin,52.65%,13.03
Lee SinLee Sin,56.82%,13.03
LeonaLeona,48.10%,13.03
LilliaLillia,54.82%,13.03
LissandraLissandra,40.00%,13.03
LucianLucian,53.21%,13.03
LuluLulu,51.50%,13.03
LuxLux,59.81%,13.03
LuxLux,48.36%,13.03
MalphiteMalphite,53.74%,13.03
MalzaharMalzahar,42.55%,13.03
MaokaiMaokai,53.83%,13.03
MaokaiMaokai,57.75%,13.03
Master YiMaster Yi,58.33%,13.03
Master YiMaster Yi,48.73%,13.03
Miss FortuneMiss Fortune,48.48%,13.03
Miss FortuneMiss Fortune,47.62%,13.03
MordekaiserMordekaiser,59.84%,13.03
MordekaiserMordekaiser,41.67%,13.03
MorganaMorgana,52.25%,13.03
NamiNami,48.77%,13.03
NasusNasus,50.00%,13.03
NasusNasus,47.83%,13.03
NautilusNautilus,51.24%,13.03
NeekoNeeko,68.18%,13.03
NidaleeNidalee,54.12%,13.03
NilahNilah,57.66%,13.03
NocturneNocturne,50.00%,13.03
NunuNunu,54.23%,13.03
OlafOlaf,56.57%,13.03
OriannaOrianna,52.27%,13.03
OrnnOrnn,58.06%,13.03
PantheonPantheon,63.49%,13.03
PantheonPantheon,58.12%,13.03
PantheonPantheon,60.00%,13.03
PoppyPoppy,59.52%,13.03
PoppyPoppy,51.76%,13.03
PoppyPoppy,53.66%,13.03
PykePyke,50.17%,13.03
QiyanaQiyana,52.81%,13.03
QiyanaQiyana,45.83%,13.03
QuinnQuinn,54.55%,13.03
QuinnQuinn,47.22%,13.03
RakanRakan,58.72%,13.03
RammusRammus,41.18%,13.03
Rek'SaiRek'Sai,55.07%,13.03
RellRell,59.63%,13.03
Renata GlascRenata Glasc,47.47%,13.03
RenektonRenekton,55.19%,13.03
RenektonRenekton,45.10%,13.03
RengarRengar,48.65%,13.03
RengarRengar,45.31%,13.03
RivenRiven,56.60%,13.03
RumbleRumble,62.18%,13.03
RumbleRumble,56.58%,13.03
RyzeRyze,64.71%,13.03
RyzeRyze,48.11%,13.03
SamiraSamira,53.18%,13.03
SejuaniSejuani,58.22%,13.03
SennaSenna,47.20%,13.03
SeraphineSeraphine,47.14%,13.03
SeraphineSeraphine,43.55%,13.03
SettSett,49.07%,13.03
SettSett,31.82%,13.03
ShacoShaco,45.18%,13.03
ShacoShaco,50.00%,13.03
ShenShen,56.21%,13.03
ShyvanaShyvana,37.04%,13.03
SingedSinged,47.06%,13.03
SionSion,53.82%,13.03
SivirSivir,51.79%,13.03
SkarnerSkarner,59.82%,13.03
SonaSona,54.89%,13.03
SorakaSoraka,50.25%,13.03
SwainSwain,58.11%,13.03
SwainSwain,54.05%,13.03
SylasSylas,48.78%,13.03
SylasSylas,50.71%,13.03
SyndraSyndra,48.73%,13.03
Tahm KenchTahm Kench,47.22%,13.03
TaliyahTaliyah,57.45%,13.03
TaliyahTaliyah,52.17%,13.03
TalonTalon,53.95%,13.03
TalonTalon,53.97%,13.03
TaricTaric,47.50%,13.03
TeemoTeemo,50.00%,13.03
ThreshThresh,51.11%,13.03
TristanaTristana,56.20%,13.03
TristanaTristana,51.85%,13.03
TrundleTrundle,53.57%,13.03
TryndamereTryndamere,56.91%,13.03
TryndamereTryndamere,57.38%,13.03
Twisted FateTwisted Fate,44.16%,13.03
TwitchTwitch,54.27%,13.03
TwitchTwitch,50.21%,13.03
UdyrUdyr,50.75%,13.03
UdyrUdyr,50.00%,13.03
UrgotUrgot,36.73%,13.03
VarusVarus,50.64%,13.03
VayneVayne,54.05%,13.03
VayneVayne,51.43%,13.03
VeigarVeigar,38.96%,13.03
Vel'KozVel'Koz,65.88%,13.03
VexVex,45.68%,13.03
ViVi,53.50%,13.03
ViegoViego,48.56%,13.03
ViktorViktor,51.47%,13.03
VladimirVladimir,53.08%,13.03
VladimirVladimir,42.37%,13.03
VolibearVolibear,47.13%,13.03
VolibearVolibear,50.00%,13.03
WarwickWarwick,47.46%,13.03
WarwickWarwick,38.89%,13.03
WukongWukong,52.49%,13.03
WukongWukong,40.43%,13.03
XayahXayah,57.64%,13.03
XerathXerath,32.56%,13.03
XerathXerath,40.26%,13.03
Xin ZhaoXin Zhao,47.92%,13.03
YasuoYasuo,48.04%,13.03
YasuoYasuo,49.02%,13.03
YasuoYasuo,54.22%,13.03
YoneYone,54.45%,13.03
YoneYone,52.81%,13.03
YorickYorick,52.43%,13.03
YuumiYuumi,50.31%,13.03
ZacZac,51.75%,13.03
ZacZac,48.84%,13.03
ZedZed,51.47%,13.03
ZedZed,57.83%,13.03
ZeriZeri,57.60%,13.03
ZiggsZiggs,46.67%,13.03
ZiggsZiggs,52.83%,13.03
ZileanZilean,52.50%,13.03
ZoeZoe,59.89%,13.03
ZyraZyra,50.60%,13.03
AatroxAatrox,52.44%,13.01
AhriAhri,50.14%,13.01
AkaliAkali,53.35%,13.01
AkaliAkali,44.89%,13.01
AkshanAkshan,56.76%,13.01
AkshanAkshan,53.33%,13.01
AlistarAlistar,55.51%,13.01
AmumuAmumu,54.95%,13.01
AmumuAmumu,51.03%,13.01
AniviaAnivia,54.13%,13.01
AnnieAnnie,63.41%,13.01
AnnieAnnie,57.66%,13.01
AnnieAnnie,45.45%,13.01
ApheliosAphelios,48.15%,13.01
AsheAshe,51.36%,13.01
AsheAshe,52.15%,13.01
Aurelion SolAurelion Sol,57.89%,13.01
AzirAzir,49.83%,13.01
BardBard,54.75%,13.01
Bel'VethBel'Veth,53.77%,13.01
BlitzcrankBlitzcrank,54.76%,13.01
BrandBrand,51.43%,13.01
BraumBraum,53.23%,13.01
CaitlynCaitlyn,52.45%,13.01
CamilleCamille,51.30%,13.01
CassiopeiaCassiopeia,59.46%,13.01
CassiopeiaCassiopeia,51.63%,13.01
Cho'GathCho'Gath,62.26%,13.01
Cho'GathCho'Gath,50.00%,13.01
CorkiCorki,53.01%,13.01
DariusDarius,49.57%,13.01
DianaDiana,48.87%,13.01
DianaDiana,47.62%,13.01
Dr. MundoDr. Mundo,57.14%,13.01
Dr. MundoDr. Mundo,44.52%,13.01
DravenDraven,50.10%,13.01
EkkoEkko,51.37%,13.01
EkkoEkko,52.79%,13.01
EliseElise,60.41%,13.01
EvelynnEvelynn,53.66%,13.01
EzrealEzreal,52.25%,13.01
FiddlesticksFiddlesticks,54.72%,13.01
FioraFiora,54.21%,13.01
FizzFizz,50.85%,13.01
GalioGalio,54.97%,13.01
GangplankGangplank,54.53%,13.01
GangplankGangplank,49.45%,13.01
GarenGaren,53.28%,13.01
GarenGaren,41.67%,13.01
GnarGnar,52.88%,13.01
GragasGragas,64.29%,13.01
GragasGragas,56.54%,13.01
GragasGragas,57.07%,13.01
GravesGraves,53.97%,13.01
GwenGwen,51.39%,13.01
HecarimHecarim,47.79%,13.01
HeimerdingerHeimerdinger,51.71%,13.01
HeimerdingerHeimerdinger,60.75%,13.01
IllaoiIllaoi,59.59%,13.01
IreliaIrelia,53.35%,13.01
IreliaIrelia,51.22%,13.01
IvernIvern,59.63%,13.01
JannaJanna,53.49%,13.01
Jarvan IVJarvan IV,73.91%,13.01
Jarvan IVJarvan IV,46.63%,13.01
JaxJax,53.88%,13.01
JayceJayce,53.05%,13.01
JayceJayce,57.21%,13.01
JhinJhin,52.45%,13.01
JhinJhin,42.78%,13.01
JinxJinx,54.68%,13.01
K'SanteK'Sante,52.30%,13.01
Kai'SaKai'Sa,55.65%,13.01
KalistaKalista,48.48%,13.01
KalistaKalista,32.61%,13.01
KarmaKarma,53.24%,13.01
KarmaKarma,47.92%,13.01
KarthusKarthus,51.04%,13.01
KarthusKarthus,50.88%,13.01
KarthusKarthus,56.06%,13.01
KassadinKassadin,52.76%,13.01
KatarinaKatarina,51.95%,13.01
KayleKayle,60.00%,13.01
KayleKayle,53.95%,13.01
KaynKayn,49.53%,13.01
KennenKennen,46.34%,13.01
KennenKennen,34.78%,13.01
Kha'ZixKha'Zix,53.78%,13.01
KindredKindred,53.77%,13.01
KledKled,54.01%,13.01
KledKled,52.94%,13.01
Kog'MawKog'Maw,65.38%,13.01
Kog'MawKog'Maw,45.45%,13.01
LeBlancLeBlanc,46.72%,13.01
Lee SinLee Sin,51.64%,13.01
LeonaLeona,46.95%,13.01
LilliaLillia,50.76%,13.01
LissandraLissandra,53.59%,13.01
LucianLucian,54.92%,13.01
LuluLulu,54.97%,13.01
LuxLux,53.69%,13.01
LuxLux,55.95%,13.01
MalphiteMalphite,50.00%,13.01
MalphiteMalphite,41.18%,13.01
MalzaharMalzahar,52.66%,13.01
MaokaiMaokai,56.99%,13.01
MaokaiMaokai,46.15%,13.01
Master YiMaster Yi,50.00%,13.01
Miss FortuneMiss Fortune,50.85%,13.01
MordekaiserMordekaiser,47.42%,13.01
MordekaiserMordekaiser,40.85%,13.01
MorganaMorgana,50.00%,13.01
NamiNami,53.80%,13.01
NasusNasus,56.13%,13.01
NasusNasus,48.41%,13.01
NautilusNautilus,53.47%,13.01
NeekoNeeko,59.26%,13.01
NeekoNeeko,51.92%,13.01
NidaleeNidalee,56.52%,13.01
NidaleeNidalee,47.62%,13.01
NilahNilah,54.95%,13.01
NocturneNocturne,48.81%,13.01
NunuNunu,43.01%,13.01
NunuNunu,42.86%,13.01
OlafOlaf,53.83%,13.01
OlafOlaf,46.96%,13.01
OriannaOrianna,59.39%,13.01
OrnnOrnn,52.43%,13.01
OrnnOrnn,54.29%,13.01
PantheonPantheon,50.98%,13.01
PantheonPantheon,49.09%,13.01
PantheonPantheon,54.39%,13.01
PoppyPoppy,64.86%,13.01
PoppyPoppy,55.25%,13.01
PoppyPoppy,51.40%,13.01
PykePyke,49.26%,13.01
QiyanaQiyana,60.42%,13.01
QiyanaQiyana,49.15%,13.01
QiyanaQiyana,53.66%,13.01
QuinnQuinn,69.75%,13.01
QuinnQuinn,65.91%,13.01
RakanRakan,57.97%,13.01
RammusRammus,57.20%,13.01
Rek'SaiRek'Sai,50.42%,13.01
RellRell,56.33%,13.01
Renata GlascRenata Glasc,52.51%,13.01
RenektonRenekton,48.18%,13.01
RenektonRenekton,53.38%,13.01
RengarRengar,54.51%,13.01
RengarRengar,48.85%,13.01
RivenRiven,54.06%,13.01
RumbleRumble,65.85%,13.01
RumbleRumble,52.75%,13.01
RumbleRumble,47.83%,13.01
RyzeRyze,50.78%,13.01
RyzeRyze,53.79%,13.01
SamiraSamira,55.34%,13.01
SejuaniSejuani,49.88%,13.01
SejuaniSejuani,34.04%,13.01
SennaSenna,53.08%,13.01
SeraphineSeraphine,45.45%,13.01
SeraphineSeraphine,46.81%,13.01
SeraphineSeraphine,49.66%,13.01
SettSett,56.00%,13.01
SettSett,46.55%,13.01
ShacoShaco,52.50%,13.01
ShacoShaco,51.16%,13.01
ShenShen,56.70%,13.01
ShyvanaShyvana,62.50%,13.01
SingedSinged,59.76%,13.01
SingedSinged,42.16%,13.01
SionSion,46.82%,13.01
SivirSivir,53.04%,13.01
SkarnerSkarner,53.36%,13.01
SonaSona,57.84%,13.01
SorakaSoraka,50.28%,13.01
SwainSwain,52.48%,13.01
SwainSwain,60.53%,13.01
SwainSwain,47.50%,13.01
SylasSylas,52.73%,13.01
SylasSylas,54.02%,13.01
SyndraSyndra,54.49%,13.01
Tahm KenchTahm Kench,51.06%,13.01
Tahm KenchTahm Kench,46.15%,13.01
TaliyahTaliyah,53.91%,13.01
TaliyahTaliyah,58.27%,13.01
TalonTalon,51.58%,13.01
TalonTalon,51.06%,13.01
TaricTaric,57.14%,13.01
TeemoTeemo,50.50%,13.01
ThreshThresh,54.13%,13.01
TristanaTristana,56.07%,13.01
TristanaTristana,53.37%,13.01
TrundleTrundle,38.10%,13.01
TryndamereTryndamere,60.00%,13.01
TryndamereTryndamere,47.01%,13.01
Twisted FateTwisted Fate,49.49%,13.01
TwitchTwitch,51.74%,13.01
TwitchTwitch,45.78%,13.01
UdyrUdyr,55.87%,13.01
UdyrUdyr,55.91%,13.01
UrgotUrgot,56.14%,13.01
VarusVarus,52.31%,13.01
VayneVayne,46.43%,13.01
VayneVayne,50.74%,13.01
VeigarVeigar,55.38%,13.01
VeigarVeigar,35.00%,13.01
Vel'KozVel'Koz,49.49%,13.01
Vel'KozVel'Koz,50.82%,13.01
VexVex,53.13%,13.01
ViVi,55.17%,13.01
ViegoViego,46.69%,13.01
ViktorViktor,53.82%,13.01
VladimirVladimir,48.44%,13.01
VladimirVladimir,43.90%,13.01
VolibearVolibear,55.56%,13.01
VolibearVolibear,43.33%,13.01
WarwickWarwick,52.78%,13.01
WarwickWarwick,40.68%,13.01
WukongWukong,52.29%,13.01
WukongWukong,55.79%,13.01
XayahXayah,54.50%,13.01
XerathXerath,52.34%,13.01
XerathXerath,53.94%,13.01
Xin ZhaoXin Zhao,57.96%,13.01
YasuoYasuo,50.08%,13.01
YasuoYasuo,51.88%,13.01
YasuoYasuo,48.70%,13.01
YoneYone,54.67%,13.01
YoneYone,47.60%,13.01
YorickYorick,54.61%,13.01
YuumiYuumi,40.32%,13.01
ZacZac,51.90%,13.01
ZacZac,51.77%,13.01
ZacZac,53.07%,13.01
ZedZed,49.48%,13.01
ZedZed,43.68%,13.01
ZeriZeri,54.73%,13.01
ZiggsZiggs,50.96%,13.01
ZiggsZiggs,50.55%,13.01
ZileanZilean,55.10%,13.01
ZileanZilean,51.56%,13.01
ZoeZoe,52.34%,13.01
ZoeZoe,54.35%,13.01
ZyraZyra,44.14%,13.01
AatroxAatrox,53.35%,12.23
AhriAhri,44.22%,12.23
AkaliAkali,48.46%,12.23
AkaliAkali,43.02%,12.23
AkshanAkshan,60.87%,12.23
AkshanAkshan,50.00%,12.23
AlistarAlistar,52.46%,12.23
AmumuAmumu,53.11%,12.23
AmumuAmumu,51.16%,12.23
AniviaAnivia,44.90%,12.23
AnnieAnnie,41.67%,12.23
ApheliosAphelios,46.88%,12.23
AsheAshe,52.22%,12.23
AsheAshe,51.53%,12.23
Aurelion SolAurelion Sol,48.89%,12.23
AzirAzir,58.82%,12.23
AzirAzir,45.88%,12.23
BardBard,46.19%,12.23
Bel'VethBel'Veth,50.00%,12.23
BlitzcrankBlitzcrank,50.69%,12.23
BrandBrand,76.92%,12.23
BrandBrand,51.76%,12.23
BrandBrand,42.86%,12.23
BraumBraum,52.54%,12.23
CaitlynCaitlyn,49.11%,12.23
CamilleCamille,52.39%,12.23
CassiopeiaCassiopeia,70.00%,12.23
CassiopeiaCassiopeia,51.89%,12.23
Cho'GathCho'Gath,62.22%,12.23
Cho'GathCho'Gath,48.08%,12.23
Cho'GathCho'Gath,44.00%,12.23
CorkiCorki,56.90%,12.23
DariusDarius,54.28%,12.23
DianaDiana,55.46%,12.23
DianaDiana,52.12%,12.23
Dr. MundoDr. Mundo,52.30%,12.23
Dr. MundoDr. Mundo,54.64%,12.23
DravenDraven,52.95%,12.23
EkkoEkko,52.18%,12.23
EkkoEkko,50.97%,12.23
EliseElise,58.52%,12.23
EvelynnEvelynn,57.00%,12.23
EzrealEzreal,49.59%,12.23
FiddlesticksFiddlesticks,52.10%,12.23
FioraFiora,50.98%,12.23
FizzFizz,50.00%,12.23
GalioGalio,58.25%,12.23
GangplankGangplank,51.80%,12.23
GarenGaren,44.09%,12.23
GnarGnar,59.20%,12.23
GragasGragas,52.27%,12.23
GragasGragas,47.45%,12.23
GragasGragas,51.52%,12.23
GragasGragas,40.28%,12.23
GravesGraves,52.54%,12.23
GwenGwen,56.82%,12.23
GwenGwen,45.71%,12.23
HecarimHecarim,54.53%,12.23
HeimerdingerHeimerdinger,55.93%,12.23
IllaoiIllaoi,45.77%,12.23
IreliaIrelia,52.76%,12.23
IreliaIrelia,51.83%,12.23
IvernIvern,42.22%,12.23
JannaJanna,53.99%,12.23
Jarvan IVJarvan IV,62.96%,12.23
Jarvan IVJarvan IV,50.94%,12.23
JaxJax,56.96%,12.23
JayceJayce,56.41%,12.23
JayceJayce,51.23%,12.23
JhinJhin,51.54%,12.23
JhinJhin,40.00%,12.23
JinxJinx,54.40%,12.23
K'SanteK'Sante,52.61%,12.23
Kai'SaKai'Sa,51.80%,12.23
KalistaKalista,48.76%,12.23
KarmaKarma,51.96%,12.23
KarmaKarma,53.76%,12.23
KarthusKarthus,64.52%,12.23
KarthusKarthus,52.17%,12.23
KarthusKarthus,53.61%,12.23
KassadinKassadin,54.74%,12.23
KatarinaKatarina,48.29%,12.23
KayleKayle,52.48%,12.23
KayleKayle,46.28%,12.23
KaynKayn,52.01%,12.23
KennenKennen,43.02%,12.23
Kha'ZixKha'Zix,53.89%,12.23
KindredKindred,58.00%,12.23
KledKled,64.00%,12.23
KledKled,48.82%,12.23
Kog'MawKog'Maw,43.86%,12.23
LeBlancLeBlanc,52.40%,12.23
Lee SinLee Sin,47.71%,12.23
Lee SinLee Sin,45.51%,12.23
LeonaLeona,51.61%,12.23
LilliaLillia,61.29%,12.23
LilliaLillia,50.45%,12.23
LissandraLissandra,53.85%,12.23
LucianLucian,52.39%,12.23
LuluLulu,54.71%,12.23
LuxLux,49.91%,12.23
LuxLux,51.92%,12.23
MalphiteMalphite,44.25%,12.23
MalphiteMalphite,45.71%,12.23
MalphiteMalphite,40.00%,12.23
MalzaharMalzahar,50.49%,12.23
MaokaiMaokai,56.11%,12.23
MaokaiMaokai,49.30%,12.23
Master YiMaster Yi,55.66%,12.23
Miss FortuneMiss Fortune,55.31%,12.23
MordekaiserMordekaiser,51.05%,12.23
MordekaiserMordekaiser,39.31%,12.23
MorganaMorgana,51.06%,12.23
NamiNami,55.61%,12.23
NasusNasus,58.33%,12.23
NasusNasus,50.00%,12.23
NautilusNautilus,50.76%,12.23
NeekoNeeko,50.00%,12.23
NeekoNeeko,42.86%,12.23
NidaleeNidalee,57.92%,12.23
NilahNilah,56.15%,12.23
NocturneNocturne,55.56%,12.23
NunuNunu,55.00%,12.23
NunuNunu,47.24%,12.23
OlafOlaf,58.24%,12.23
OlafOlaf,59.15%,12.23
OriannaOrianna,51.49%,12.23
OrnnOrnn,52.60%,12.23
OrnnOrnn,62.50%,12.23
PantheonPantheon,54.55%,12.23
PantheonPantheon,51.35%,12.23
PantheonPantheon,45.83%,12.23
PoppyPoppy,65.56%,12.23
PoppyPoppy,54.79%,12.23
PykePyke,51.86%,12.23
QiyanaQiyana,46.19%,12.23
QiyanaQiyana,53.33%,12.23
QuinnQuinn,62.50%,12.23
QuinnQuinn,56.92%,12.23
RakanRakan,54.11%,12.23
RammusRammus,56.25%,12.23
Rek'SaiRek'Sai,54.65%,12.23
RellRell,56.44%,12.23
Renata GlascRenata Glasc,52.25%,12.23
RenektonRenekton,54.59%,12.23
RenektonRenekton,54.05%,12.23
RengarRengar,50.97%,12.23
RengarRengar,46.43%,12.23
RivenRiven,51.25%,12.23
RumbleRumble,50.00%,12.23
RumbleRumble,41.51%,12.23
RumbleRumble,44.44%,12.23
RyzeRyze,59.09%,12.23
RyzeRyze,45.35%,12.23
SamiraSamira,54.35%,12.23
SejuaniSejuani,53.24%,12.23
SejuaniSejuani,45.07%,12.23
SennaSenna,51.27%,12.23
SeraphineSeraphine,53.85%,12.23
SeraphineSeraphine,48.55%,12.23
SeraphineSeraphine,47.73%,12.23
SettSett,50.00%,12.23
SettSett,51.52%,12.23
ShacoShaco,66.67%,12.23
ShacoShaco,52.05%,12.23
ShenShen,59.35%,12.23
ShyvanaShyvana,53.66%,12.23
SingedSinged,76.47%,12.23
SingedSinged,51.28%,12.23
SionSion,42.75%,12.23
SionSion,41.67%,12.23
SivirSivir,47.09%,12.23
SkarnerSkarner,50.24%,12.23
SonaSona,50.00%,12.23
SorakaSoraka,55.30%,12.23
SwainSwain,62.22%,12.23
SwainSwain,49.50%,12.23
SwainSwain,45.71%,12.23
SylasSylas,52.40%,12.23
SylasSylas,56.79%,12.23
SyndraSyndra,51.07%,12.23
Tahm KenchTahm Kench,60.98%,12.23
Tahm KenchTahm Kench,41.89%,12.23
TaliyahTaliyah,51.56%,12.23
TaliyahTaliyah,53.16%,12.23
TalonTalon,50.36%,12.23
TalonTalon,47.66%,12.23
TaricTaric,66.67%,12.23
TaricTaric,47.56%,12.23
TeemoTeemo,46.74%,12.23
ThreshThresh,52.10%,12.23
TristanaTristana,61.64%,12.23
TristanaTristana,46.20%,12.23
TrundleTrundle,51.28%,12.23
TryndamereTryndamere,57.06%,12.23
TryndamereTryndamere,55.00%,12.23
Twisted FateTwisted Fate,43.81%,12.23
TwitchTwitch,50.75%,12.23
TwitchTwitch,44.57%,12.23
UdyrUdyr,51.99%,12.23
UdyrUdyr,46.67%,12.23
UrgotUrgot,44.23%,12.23
VarusVarus,52.38%,12.23
VayneVayne,51.19%,12.23
VayneVayne,49.12%,12.23
VeigarVeigar,54.84%,12.23
VeigarVeigar,40.63%,12.23
Vel'KozVel'Koz,64.71%,12.23
Vel'KozVel'Koz,51.76%,12.23
VexVex,46.93%,12.23
ViVi,52.19%,12.23
ViegoViego,53.33%,12.23
ViktorViktor,51.16%,12.23
VladimirVladimir,50.48%,12.23
VladimirVladimir,43.90%,12.23
VolibearVolibear,51.02%,12.23
VolibearVolibear,45.16%,12.23
WarwickWarwick,55.35%,12.23
WarwickWarwick,44.44%,12.23
WukongWukong,56.07%,12.23
WukongWukong,55.56%,12.23
XayahXayah,54.00%,12.23
XerathXerath,45.00%,12.23
XerathXerath,43.36%,12.23
Xin ZhaoXin Zhao,51.54%,12.23
YasuoYasuo,47.36%,12.23
YasuoYasuo,51.59%,12.23
YasuoYasuo,44.54%,12.23
YoneYone,53.50%,12.23
YoneYone,51.46%,12.23
YorickYorick,55.81%,12.23
YuumiYuumi,50.42%,12.23
ZacZac,58.55%,12.23
ZacZac,62.34%,12.23
ZacZac,57.38%,12.23
ZedZed,50.91%,12.23
ZedZed,51.33%,12.23
ZeriZeri,57.70%,12.23
ZiggsZiggs,63.64%,12.23
ZiggsZiggs,50.57%,12.23
ZileanZilean,60.00%,12.23
ZileanZilean,46.25%,12.23
ZoeZoe,52.87%,12.23
ZoeZoe,52.17%,12.23
ZyraZyra,57.14%,12.23
AatroxAatrox,50.89%,12.22
AhriAhri,55.80%,12.22
AkaliAkali,45.45%,12.22
AkaliAkali,40.74%,12.22
AkshanAkshan,60.98%,12.22
AkshanAkshan,53.70%,12.22
AlistarAlistar,46.96%,12.22
AmumuAmumu,55.56%,12.22
AmumuAmumu,39.29%,12.22
AniviaAnivia,69.57%,12.22
AniviaAnivia,50.72%,12.22
AnnieAnnie,44.44%,12.22
ApheliosAphelios,47.81%,12.22
AsheAshe,54.19%,12.22
AsheAshe,47.55%,12.22
Aurelion SolAurelion Sol,63.41%,12.22
AzirAzir,52.29%,12.22
BardBard,44.71%,12.22
Bel'VethBel'Veth,54.88%,12.22
BlitzcrankBlitzcrank,53.66%,12.22
BrandBrand,75.00%,12.22
BrandBrand,52.00%,12.22
BraumBraum,48.39%,12.22
CaitlynCaitlyn,52.25%,12.22
CamilleCamille,54.06%,12.22
CamilleCamille,63.27%,12.22
CassiopeiaCassiopeia,38.60%,12.22
Cho'GathCho'Gath,54.72%,12.22
Cho'GathCho'Gath,53.06%,12.22
CorkiCorki,50.00%,12.22
DariusDarius,52.36%,12.22
DariusDarius,47.62%,12.22
DianaDiana,56.78%,12.22
DianaDiana,41.18%,12.22
Dr. MundoDr. Mundo,53.66%,12.22
Dr. MundoDr. Mundo,42.11%,12.22
DravenDraven,49.58%,12.22
EkkoEkko,53.56%,12.22
EkkoEkko,42.61%,12.22
EliseElise,64.42%,12.22
EvelynnEvelynn,62.44%,12.22
EzrealEzreal,53.07%,12.22
FiddlesticksFiddlesticks,50.00%,12.22
FioraFiora,57.04%,12.22
FizzFizz,43.33%,12.22
GalioGalio,46.36%,12.22
GangplankGangplank,48.65%,12.22
GarenGaren,46.84%,12.22
GnarGnar,57.63%,12.22
GragasGragas,58.70%,12.22
GragasGragas,41.67%,12.22
GragasGragas,44.44%,12.22
GragasGragas,30.00%,12.22
GravesGraves,53.00%,12.22
GravesGraves,58.75%,12.22
GwenGwen,62.38%,12.22
GwenGwen,56.82%,12.22
GwenGwen,48.65%,12.22
HecarimHecarim,56.30%,12.22
HeimerdingerHeimerdinger,52.68%,12.22
IllaoiIllaoi,38.10%,12.22
IreliaIrelia,57.52%,12.22
IreliaIrelia,47.24%,12.22
IvernIvern,55.56%,12.22
JannaJanna,54.59%,12.22
Jarvan IVJarvan IV,59.70%,12.22
JaxJax,55.48%,12.22
JayceJayce,53.92%,12.22
JhinJhin,51.07%,12.22
JinxJinx,55.90%,12.22
K'SanteK'Sante,46.59%,12.22
K'SanteK'Sante,50.00%,12.22
Kai'SaKai'Sa,54.98%,12.22
KalistaKalista,55.06%,12.22
KarmaKarma,56.28%,12.22
KarthusKarthus,64.71%,12.22
KarthusKarthus,55.33%,12.22
KarthusKarthus,60.00%,12.22
KassadinKassadin,49.48%,12.22
KatarinaKatarina,50.19%,12.22
KayleKayle,55.77%,12.22
KayleKayle,50.00%,12.22
KaynKayn,55.10%,12.22
KennenKennen,46.81%,12.22
Kha'ZixKha'Zix,55.62%,12.22
KindredKindred,50.68%,12.22
KledKled,48.57%,12.22
Kog'MawKog'Maw,77.27%,12.22
Kog'MawKog'Maw,48.91%,12.22
LeBlancLeBlanc,53.01%,12.22
Lee SinLee Sin,51.78%,12.22
LeonaLeona,45.34%,12.22
LilliaLillia,59.28%,12.22
LilliaLillia,58.70%,12.22
LissandraLissandra,47.06%,12.22
LucianLucian,55.89%,12.22
LuluLulu,51.72%,12.22
LuxLux,52.05%,12.22
LuxLux,48.94%,12.22
MalphiteMalphite,60.87%,12.22
MalphiteMalphite,44.78%,12.22
MalzaharMalzahar,50.00%,12.22
MaokaiMaokai,54.90%,12.22
Master YiMaster Yi,46.22%,12.22
Miss FortuneMiss Fortune,48.62%,12.22
MordekaiserMordekaiser,60.00%,12.22
MordekaiserMordekaiser,48.28%,12.22
MorganaMorgana,57.14%,12.22
NamiNami,53.01%,12.22
NasusNasus,60.00%,12.22
NasusNasus,48.00%,12.22
NautilusNautilus,52.30%,12.22
NeekoNeeko,55.56%,12.22
NeekoNeeko,55.00%,12.22
NidaleeNidalee,56.68%,12.22
NilahNilah,56.02%,12.22
NocturneNocturne,62.26%,12.22
NocturneNocturne,58.06%,12.22
NunuNunu,44.26%,12.22
OlafOlaf,53.62%,12.22
OlafOlaf,53.33%,12.22
OriannaOrianna,47.13%,12.22
OrnnOrnn,52.26%,12.22
PantheonPantheon,72.00%,12.22
PantheonPantheon,55.56%,12.22
PantheonPantheon,52.94%,12.22
PantheonPantheon,39.68%,12.22
PoppyPoppy,55.56%,12.22
PoppyPoppy,43.64%,12.22
PykePyke,50.00%,12.22
QiyanaQiyana,52.53%,12.22
QiyanaQiyana,53.33%,12.22
QuinnQuinn,37.04%,12.22
RakanRakan,57.31%,12.22
RammusRammus,52.86%,12.22
RammusRammus,54.84%,12.22
Rek'SaiRek'Sai,54.78%,12.22
RellRell,51.00%,12.22
Renata GlascRenata Glasc,53.76%,12.22
RenektonRenekton,58.45%,12.22
RenektonRenekton,54.72%,12.22
